sr_no,song_name,album_name,artist_name,isrc,upc,language,label,Main_Label,Sub_Label,Label_Identification,ad_supported_streams,subscription_streams,jio_trial_streams,total,income,admin_Exp,royality,id,original_l1_name,original_l2_name,company
"266623","Kalar Preme Ato Jwala","Biren Das Baul","Biren Das","INT441618507","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","4","1","0","5","0.37500000","0.05625000","0.31875000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"266834","Tu Meri Ashiki","Death Of Love","Prantor Mitra","INT441777806","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","7","0","0","7","0.52500000","0.07875000","0.44625000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"267311","Tobu Icche Kore","Surjosnan","Jagannath Basu","INT441650234","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","2","0","0","2","0.15000000","0.02250000","0.12750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"267519","Prithibir Gari","Prithibir Gari","Amrita  Concord Trio (Madhusree  Madhurita)","INT442200645","1.97188E+11","Bengali","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"267544","O Rasik Bhomor Bandhu","Bhebe Chhilam Aapan Jare","Shampa Chakraborty  Shukontho Adhikary","INT441617739","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","8","0","0","8","0.60000000","0.09000000","0.51000000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"268004","Money Money Bhalobasa","Money Money Bhalobasa","Babul Bose","INT441637304","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","2","0","0","2","0.15000000","0.02250000","0.12750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"268326","Kichu Kosto Kichu Jontrona","Adure Bikel","Soma Banerjee","INT441612804","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","3","0","0","3","0.22500000","0.03375000","0.19125000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"268492","Ke Dilo Abar Aghat","Tumi Robe Nirobe 1","Debabrata Biswas","INT441653612","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","3","0","0","3","0.22500000","0.03375000","0.19125000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"268733","Ami Ek Din O Na","Nadia","Sasthi Das Baul","INT441637901","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","4","0","0","4","0.30000000","0.04500000","0.25500000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"268786","Mor Bhabonare","Mor Bhabonare","Barenya Saha  Mahuya Banerjee","INT442100283","1.94157E+12","Bengali","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"268815","Prem Janena Rasik Kalachand","Desher Matir Gan","Utpal Bobokakoti","INT441622707","8.90387E+12","Assamese","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","3","0","0","3","0.22500000","0.03375000","0.19125000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"268834","Holud Gandar Ful","Nachon Lage","Rakhi Sen","INT441637805","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","21","0","0","21","1.57500000","0.23625000","1.33875000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"269131","Je Raate Mor Duyarguli","Je Raate Mor Duyarguli","Somali Mukherjee","INT442200023","1.96626E+11","Bengali","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","5","0","0","5","0.37500000","0.05625000","0.31875000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"269518","Aarti Hanuman Ji Ki","Hanumant Vandan","Rina Das","INT441628401","8.90387E+12","Hindi","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"269930","Birohero Aki Jwala","Soronmala Ganrthi","Prabhati Mukherjee","INT441648603","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"270066","Parabashi Hoiya Robo","Pagol Bijoyer Posha Pakhi","Mithu Das Baul  Sukumar Das Baul","INT441600206","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","360","2","0","362","27.15000000","4.07250000","23.07750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"270222","Koto Diner Dinohiner Bhab","Obodh Mon","Kartick Das Baul","INT441639804","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","3","0","0","3","0.22500000","0.03375000","0.19125000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"270236","Amay Dekha Diye","Ke Ke Nibi Ay Na Tora","Ashim Bagchi","INT441606901","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","2","1","0","3","0.22500000","0.03375000","0.19125000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"270342","Amar Mon Mane Na","Hridoyer Kotha","Sreeradha Bandyopadhyay","INT441630102","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","136","0","0","136","10.20000000","1.53000000","8.67000000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"270364","Saat Pake Bandha","Bikram Singha","Shree Pritam","INT441618405","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","143","3","0","146","10.95000000","1.64250000","9.30750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"270493","Shish Ki Daani Shish Jhukayo","Yeh Murath Pyari Hain","Prerna Jajodia","INT441648206","8.90387E+12","Hindi","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"270629","Moder Kichhu Nai Re Nai","Aankhi Jaage","Shamik Pal","INT441603404","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"270953","Porechi Tomari Jware","Banchha Elo Phire","Anvesha  Raj","INT441665302","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","18","0","0","18","1.35000000","0.20250000","1.14750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"271160","Krishno","Ranar","Ranar","INT441643803","8.90387E+12","Hindi","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","3","0","0","3","0.22500000","0.03375000","0.19125000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"271269","O Je Mane Na Mana","Paran Khuley Dak","Aitijhya Roy","INT441603802","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","2","0","0","2","0.15000000","0.02250000","0.12750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"271275","Jatiswar - OST Shesh Prohor","D Major","Samik Roy Choudhury","INT441662807","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"271413","Mana Na Manili English","Probasi Pakhi","Swagatalakhsmi Dasgupta","INT441642908","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","5","0","0","5","0.37500000","0.05625000","0.31875000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"271443","Rhidoi Amar Nache Re Ajke","Gane Gane Choy Ritu","Ankita Bhattacharjee  Arnab Ghosh","INT441626910","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","24","0","0","24","1.80000000","0.27000000","1.53000000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"271595","Chande Ki Kolngko Dhake","Bandhu Sundar","Gopal Barman  Madhu Burman","INT441616402","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","4","0","0","4","0.30000000","0.04500000","0.25500000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"272225","Aamar Porono Jaha Chaay","Dhire Dhire","Robi O Nobin","INT441623202","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","2","0","0","2","0.15000000","0.02250000","0.12750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"272404","Teri Maa Ki","Teri Maa Ki","Priom Ghosh","INT441662701","8.90387E+12","Hindi","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","3","0","0","3","0.22500000","0.03375000","0.19125000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"272627","Katena Somoye Ar Vabchi Bose","Anchol Vora Khushi","Somashree","INT441614506","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","15","0","0","15","1.12500000","0.16875000","0.95625000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"272797","O Sokhi Chol Jai Chol Jai","Ektarati Hate Dhore","Disha Ghorai","INT441605309","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","12","0","0","12","0.90000000","0.13500000","0.76500000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"273208","Ogo Amar Srabonmegher","Kheya Torir Majhi","Mahua Sur","INT442000531","1.95082E+11","Bengali","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"273329","Borisho Dhora Majhe Shantiro Bari","Gitabitan Vol. 66","Debarati Shome","INT441704444","1.91774E+11","Bengali","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","3","0","0","3","0.22500000","0.03375000","0.19125000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"273428","Chandar Gaya","Rm 20","Rm 20","INT441644804","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","1","0","2","0.15000000","0.02250000","0.12750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"273569","Mahabishwe Mahakashe","Paromporjo  Vol. 06","Sarbari Bandyopadhyay","INT442200460","1.97187E+11","Bengali","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","1","0","2","0.15000000","0.02250000","0.12750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"273591","Dino Shesher Ranga Mukul","Aaj Baishey Shrabon","Shreya Guhathakurta","INT441607108","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","2","0","0","2","0.15000000","0.02250000","0.12750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"273620","Sundaro Botey Tabo","Geetabitan - Swarabitan  Vol. 04.","Anandanir  Nandita","INT442300484","1.97189E+11","Bengali","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"273696","Snhayu Bhengeche","Achena Haate","Jayati","INT441612608","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","2","0","0","2","0.15000000","0.02250000","0.12750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"273937","Eheshas","Nistobdhota","Corals","INT441639303","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"274046","Aloker Ei Jhorna Dharay","Robe Nirobe 1","Partha Bhowmik","INT441645202","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","2","0","0","2","0.15000000","0.02250000","0.12750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"274050","Jago Saki Hamdordi","Nana Ronger Nojrul","Ramanuj Chakraborty","INT441638604","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","33","0","0","33","2.47500000","0.37125000","2.10375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"274184","Bishti Pore Tapur Tupur","Bishti Pore Tapur Tupur","Shanoli majujumder","INT442300091","1.97189E+11","Bengali","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","9","0","0","9","0.67500000","0.10125000","0.57375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"274349","A Mon Jalale","Manashpriya","Bappa Chatterjee","INT441634801","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","2","0","0","2","0.15000000","0.02250000","0.12750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"274534","Kokil Tui Dakish Na","Dakche Akash Amay","Indrani Sen","INT441622206","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"274646","Amar Majhe Tomari Maya Jagale","Aponi Racho Chhobi","Sharmishtha Roy Biswas","INT442100065","1.96006E+11","Bengali","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","2","1","0","3","0.22500000","0.03375000","0.19125000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"274655","Jadi Mone Hoye","Harano Sur","Sakti Thakur","INT441628603","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"274795","Nakshi Kathar Mathere","Pagol Bijoyer Posha Pakhi","Mithu Das Baul","INT441600205","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"274852","Tomar Mner Maton Kore","Smritir Alpana","Ananta Kumar Mistry  Sonamoni Mistri  Sudhangsu Halder","INT441648111","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"274926","Amaro Porano","Blow With My Keytar","Indrajit Dey","INT441618902","8.90387E+12","Instrumental","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"275077","Baroma O Baroma","Vokti Vore Dakle Pore","Bipasha Bera","INT441631601","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","39","1","0","40","3.00000000","0.45000000","2.55000000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"275126","Bojhapora","Ek Tukro Sanchayita","Sutapa Bandyopadhyay","INT441607705","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","5","3","0","8","0.60000000","0.09000000","0.51000000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"275169","Cheye Dekh","Runner","Suvojit Dev","INT441645802","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","2","0","0","2","0.15000000","0.02250000","0.12750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"275317","Kon Ba Deshe Jai","Baul Fakir Utsav","Hiramohon Das","INT441616715","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","3","0","0","3","0.22500000","0.03375000","0.19125000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"275537","Rajpothe","Ei Path","Avijit","INT441624806","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","5","0","0","5","0.37500000","0.05625000","0.31875000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"275669","Chole Gele Maa Go Tumi","Bhebe Chhilam Aapan Jare","Parikshit Bala","INT441617723","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","53","1","0","54","4.05000000","0.60750000","3.44250000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"275826","Amar Data Moulana","Fakiri And Bangla Qawwali","Arman Fakir","INT441626201","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","35","0","0","35","2.62500000","0.39375000","2.23125000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"276091","Filmy Fight","Iti Tomar Valentine","Anindya Bose","INT441630602","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","3","0","0","3","0.22500000","0.03375000","0.19125000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"276101","Amra J Shishu Oti","Swamijir Gawa Gan","Suprotik Das","INT441650501","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","51","1","0","52","3.90000000","0.58500000","3.31500000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"276103","Na Jeyo Na","Laglo Je Dol","Protima Mollick","INT441609813","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","21","1","0","22","1.65000000","0.24750000","1.40250000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"276337","Bondhu Amar","Bondhu Amar","Satyaam","INT442200106","1.96627E+11","Bengali","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"276548","Dariye Acho Tumi Amar","Tomar Surey","Shilpi Ghoshal","INT441663603","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"276600","Moner Manush Sobar Ache","Piriti Banaiche Bairagini","Mithu Das Baul  Sukumar Das Baul","INT441600307","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","27","0","0","27","2.02500000","0.30375000","1.72125000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"276826","Doshabuja","Mahisaurmardini","Pallab Ghosh","INT441664502","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"276855","Amar Bela Je Jay","Tomar Apon","Pampa Chakraborty","INT441652402","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","3","0","0","3","0.22500000","0.03375000","0.19125000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"277087","Dabi Achhe Ekta Sudhu","Satyer Pothe Chol","Kaushik Dey","INT442100369","1.96293E+11","Bengali","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"277157","Je Din Roibo Na E Songsare","Ami Gaya Gelam","Shampa Sarkar","INT441606106","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","2","0","0","2","0.15000000","0.02250000","0.12750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"277320","Kon Deshe Jao","Deoghare Jabi Jodi Mon","Sadhan Das Baul","INT441605208","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","2","0","0","2","0.15000000","0.02250000","0.12750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"277338","Ranangan","Ranangan","Nipon","INT441643706","8.90387E+12","Assamese","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","16","1","0","17","1.27500000","0.19125000","1.08375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"277538","Ek Tukdaa Dhoop Ka (Male)","Ek Tukdaa Dhoop Ka","Rajesh Panwar","INT441625204","8.90387E+12","Hindi","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","2","0","0","2","0.15000000","0.02250000","0.12750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"277620","Protidino Aami He Jibanoswaami","Ratnamalika","Mahua Chowdhury","INT441644306","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"277806","Bhalobeshe Shokhi","Mor Ganer Tari","Lipika Ray","INT441637401","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"278356","O Probhu","Old Is Gold","Usha Uthup","INT441640304","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","29","0","0","29","2.17500000","0.32625000","1.84875000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"278391","Hothat Dekha","Jibon Kavya","Sutapa Bandyopadhyay","INT441609603","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"278539","Amaro Porano","Tumi Robe Nirobe","Devarati","INT441653501","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","32","1","0","33","2.47500000","0.37125000","2.10375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"278769","Nistobdhota","Swopno Ronger Meyeta","Debdeep","INT441601904","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","118","4","0","122","9.15000000","1.37250000","7.77750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"278862","Manjh Khamaj Thumri","Rasiya","Ivy Banerjee","INT441644103","8.90387E+12","Hindi","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","5","0","0","5","0.37500000","0.05625000","0.31875000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"278869","Aay Go Pran Sajani","Bhober Karnadhar","Sadhan Das Baul","INT441605001","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","3","0","0","3","0.22500000","0.03375000","0.19125000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"279019","Proshno Uttor","Surjosnan","Jagannath Basu  Nivedita","INT441650228","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"279125","Jiban Cholche Neshar Ghore","Jiban Cholche Neshar Ghore","Nachiketa Chakraborty","INT442100422","1.96626E+11","Bengali","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","18","2","0","20","1.50000000","0.22500000","1.27500000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"279244","Tomra Geile Ki Ashiben","Desher Matir Gan","Mibanda  Zubin","INT441622708","8.90387E+12","Assamese","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","61","0","0","61","4.57500000","0.68625000","3.88875000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"279838","Ebar Tor Mora Gangey","Jagey Aamar Gaan","Satarupa Chowdhury","INT441667007","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","8","0","0","8","0.60000000","0.09000000","0.51000000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"280025","Dekha Dibi Ki Tore Lo Radhe","Gor Bhangar Gaan 2","Khejmat Fakir","INT441627402","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","2","0","0","2","0.15000000","0.02250000","0.12750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"280101","Haree Re Re Re Re","Haree Re Re Re Re","Aruna  Jaitri  Pranita","INT442300062","1.97188E+11","Bengali","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"280248","O Sakhi Ami Hote Pari","Bhebe Chhilam Aapan Jare","Shampa Chakraborty  Shukontho Adhikary","INT441617740","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","7","1","0","8","0.60000000","0.09000000","0.51000000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"280268","Ami Tomar Sange Bendhechhi","Ami Tomar Sange Bendhechhi","Nandita","INT442200609","1.97187E+11","Bengali","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","2","0","0","2","0.15000000","0.02250000","0.12750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"280830","Kauke Janachhi Na","Pendulum","Mainak Nag Chowdhury","INT441641204","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","30","2","0","32","2.40000000","0.36000000","2.04000000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"281199","Amar Sokol Roser Dhara","Madhur Dhwani Baje","Shaoni Mitra","INT441634602","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","0","1","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"281277","Mile K Mile","Khomaprathi","Kaustav Sen Barat","INT441633104","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","29","4","0","33","2.47500000","0.37125000","2.10375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"281562","Turu Love","Turu Love","Soma Chandra","INT442100274","1.96292E+11","Bengali","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","10","0","0","10","0.75000000","0.11250000","0.63750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"281569","Bhava Sagara Tarana","Stavamala","Uma Nivedita Basu","INT441649502","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","39","17","0","56","4.20000000","0.63000000","3.57000000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"281984","Mukti Dilam","Byasto Sohor","Sid  Sontai","INT441619705","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","2","0","0","2","0.15000000","0.02250000","0.12750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
