song_id,isrc,song_name,album_name,language,label,Main_Label,Sub_Label,Label_Identification,artist,album_id,total,file_name,income,admin_Exp,royality,id,original_l1_name,original_l2_name,company
"srch_pplkolkata_IN-T44-17-90401","int441790401","Apna Yaar Bana Le Oh Jaana","My Name Is Salim","hi","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","salim nehaly","srch_pplkolkata_TTSL-CD-811","1","Kolkata","0.05618003","0.00842700","0.04775302","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-18-02166","int441802166","mago jonmo amer","Banglar mati banglar jol","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","ashad","srch_pplkolkata_192562942222","25","Kolkata","1.40450062","0.21067509","1.19382553","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-18-02347","int441802347","bondhu re tumi","Shwapno ghuri","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","joymunni","srch_pplkolkata_193483160177","24","Kolkata","1.34832060","0.20224809","1.14607251","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-18-03608","int441803608","ye pal","Ye pal","bgc","thinktrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Ayaan","srch_pplkolkata_193483051901","5","Kolkata","0.28090012","0.04213502","0.23876511","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-18-03778","int441803778","amar chotto meye","Valobasa chironton","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Binayak Biswas","srch_pplkolkata_193483199115","1","Kolkata","0.05618003","0.00842700","0.04775302","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-18-04262","int441804262","ekdin dukkhoke boli","Prem bujhina","ba","thinktrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","tajul islam","srch_pplkolkata_193483217024","1","Kolkata","0.05618003","0.00842700","0.04775302","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-18-04291","int441804291","brishti dine","Premer gan","ba","thinktrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Parvez","srch_pplkolkata_193483217437","2","Kolkata","0.11236005","0.01685401","0.09550604","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_INT441638101","int441638101","Naktala Udayan Sangha Theme Song","Naktala Udayan Sangha","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Surojit","srch_pplkolkata_194491916930","1","Kolkata","0.05618003","0.00842700","0.04775302","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_INT441703658","int441703658","Bashante Ful Gathlo Amar","Gitabitan  Vol. 33","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","gita biswas","srch_pplkolkata_191773854492","1","Kolkata","0.05618003","0.00842700","0.04775302","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_INT441703748","int441703748","Agnishikha Esho Esho Ano Ano Alo","Gitabitan  Vol. 40","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","rubi majumdar","srch_pplkolkata_191773854775","2","Kolkata","0.11236005","0.01685401","0.09550604","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_INT441704121","int441704121","Era Porke Apon Kore","Gitabitan  Vol. 56","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","rajeswar bhattacharya","srch_pplkolkata_191773861360","1","Kolkata","0.05618003","0.00842700","0.04775302","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_INT442000022","int442000022","Bhalobasa Aaj Pothe","Bhalobasa Aaj Pothe","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","sanket das ranajit das","srch_pplkolkata_194491820985","24","Kolkata","1.34832060","0.20224809","1.14607251","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_INT442000178","int442000178","Manbo Na Bandhone","Uttaran Vol 09","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Rupankar","srch_pplkolkata_194491992729","1","Kolkata","0.05618003","0.00842700","0.04775302","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_INT442000331","int442000331","Taare Vable Ki Aar","Moina Go","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Milon Mahmud HABIB","srch_pplkolkata_195081398969","2","Kolkata","0.11236005","0.01685401","0.09550604","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_INT442000603","int442000603","Aashi Bole Gelo Bondhu","Maya","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Habib Feat Kaya Kunle","srch_pplkolkata_195081677392","5","Kolkata","0.28090012","0.04213502","0.23876511","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_INT442000954","int442000954","Ami Tomaro Songe Bendhechi","Ami Tomaro Songe Bendhechi - Single","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Aritra Dasgupta ankita basu nabarun dasgupta","srch_pplkolkata_195497442225","5","Kolkata","0.28090012","0.04213502","0.23876511","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-01702","int441601702","Anek Kotha Jao Je Bole","Madhu Dhara","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Shamik Pal","srch_pplkolkata_TTSL-CD-015","8","Kolkata","0.44944020","0.06741603","0.38202417","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-04701","int441604701","Aamar Nai Ko Bhabna","Anadi Ashim","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","mithu dashi","srch_pplkolkata_TTSL-CD-043","1","Kolkata","0.05618003","0.00842700","0.04775302","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-04809","int441604809","Ogo Priyo Porom","Asirbad","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","ananta kumar mistiri","srch_pplkolkata_TTSL-CD-044","7","Kolkata","0.39326017","0.05898903","0.33427115","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-05106","int441605106","Poth Hara Premer Pagol","Bhajo Radha Krishna","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","sandhya debnath","srch_pplkolkata_TTSL-CD-047","1","Kolkata","0.05618003","0.00842700","0.04775302","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-06503","int441606503","Ei Modhur Harinaam","Horiporan Putul Amar","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","bidhubhusan boral","srch_pplkolkata_TTSL-CD-060","2","Kolkata","0.11236005","0.01685401","0.09550604","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-13305","int441613305","Jibon Khelay","Aleyar Alo","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","dr sandeep chakraborty","srch_pplkolkata_TTSL-CD-128","1","Kolkata","0.05618003","0.00842700","0.04775302","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-22207","int441622207","Oi Durer Pahare Bashi","Dakche Akash Amay","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Indrani Sen","srch_pplkolkata_TTSL-CD-217","3","Kolkata","0.16854007","0.02528101","0.14325906","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-28006","int441628006","Surovi Keno Aasena","Gun Gun Bhromora","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Saraswati Majumder","srch_pplkolkata_TTSL-CD-275","1","Kolkata","0.05618003","0.00842700","0.04775302","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-30801","int441630801","Anmone Ankora","Jaanbaaz","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Mou","srch_pplkolkata_TTSL-CD-303","8","Kolkata","0.44944020","0.06741603","0.38202417","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-37810","int441637810","Sukhno Patar Nupur Paye","Nachon Lage","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Rakhi Sen","srch_pplkolkata_TTSL-CD-373","3","Kolkata","0.16854007","0.02528101","0.14325906","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-40703","int441640703","Phire Paoar Gaan","Paanch Adhyay","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Ash King","srch_pplkolkata_TTSL-CD-402","25","Kolkata","1.40450062","0.21067509","1.19382553","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-41401","int441641401","Ami Jani Tumi Thik","Pnpc","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Bad Trip","srch_pplkolkata_TTSL-CD-409","9","Kolkata","0.50562022","0.07584303","0.42977719","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-44203","int441644203","Amr Byathagulo","Rater Tulite","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Swati Ganguly","srch_pplkolkata_TTSL-CD-437","1","Kolkata","0.05618003","0.00842700","0.04775302","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-48907","int441648907","Irish","Spectrum","others","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","","srch_pplkolkata_TTSL-CD-484","2","Kolkata","0.11236005","0.01685401","0.09550604","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-53501","int441653501","Amaro Porano","Tumi Robe Nirobe","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Devarati","srch_pplkolkata_TTSL-CD-531","32","Kolkata","1.79776079","0.26966412","1.52809668","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-58003","int441658003","Shraboner Dharar Moto","Tomare Nomi","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","somali mukherjee","srch_pplkolkata_TTSL-CD-707","43","Kolkata","2.41574107","0.36236116","2.05337991","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-17-80105","int441780105","Nayan Tule Dekh","Shyam O Shyama","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Anup Jalota","srch_pplkolkata_TTSL-CD-733","14","Kolkata","0.78652035","0.11797805","0.66854230","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-18-00706","int441800706","lokhindorer vela loiya","Best of shahnaz belly","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Shahnaz Belly","srch_pplkolkata_192562994849","9","Kolkata","0.50562022","0.07584303","0.42977719","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-18-01603","int441801603","joto dure","Prothom vhalobasa","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","ovi muhit","srch_pplkolkata_193483141329","4","Kolkata","0.22472010","0.03370802","0.19101208","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-18-01922","int441801922","shesh trame","Alisha","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Bodrul Alom Bokul","srch_pplkolkata_192562941744","4","Kolkata","0.22472010","0.03370802","0.19101208","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-18-02351","int441802351","na bola kotha","Shwapno ghuri","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","S M Sohel","srch_pplkolkata_193483160177","123","Kolkata","6.91014305","1.03652146","5.87362159","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-18-04471","int441804471","sachiro dulal gour hari","Krishna naame pashan gole","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","parikshit bala","srch_pplkolkata_190374455824","350","Kolkata","19.66300869","2.94945130","16.71355738","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_INT441703881","int441703881","Bhalobashi Bhalobashi Ei Shure","Gitabitan  Vol. 47","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","swarup paul","srch_pplkolkata_191773858681","4","Kolkata","0.22472010","0.03370802","0.19101208","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_INT441901657","int441901657","Majona Pirite Tumi","Dilam Biya Kainyare","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","nabomita Abhijit Antara Anjali Chandana Mita Ghosh SEEMA MiNU Dola Anju Rakhi Gayatri Ankita Alpana nilotpal sayantan Anindita Banani Ruma","srch_pplkolkata_194491755232","1","Kolkata","0.05618003","0.00842700","0.04775302","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_INT442000602","int442000602","Mon Mojaiya","Maya","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","habib feat helal","srch_pplkolkata_195081677392","62","Kolkata","3.48316154","0.52247423","2.96068731","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_INT442000935","int442000935","Megh Pion","Megh Pion - Single","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Soma Chandra","srch_pplkolkata_195497308163","73","Kolkata","4.10114181","0.61517127","3.48597054","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-00409","int441600409","Sundar Desher Naiya","Joyguru","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","satyen das baul","srch_pplkolkata_TTSL-CD-004","1","Kolkata","0.05618003","0.00842700","0.04775302","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-03306","int441603306","Kar Milana","Tomay Gaan Shonabo","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Iman Chakraborty","srch_pplkolkata_TTSL-CD-031","71","Kolkata","3.98878176","0.59831726","3.39046450","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-35509","int441635509","Sadgun Sai","Mera Sir Pe Rakh De Hath O Baba Sai Nath","hi","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","sawan sanware","srch_pplkolkata_TTSL-CD-350","3","Kolkata","0.16854007","0.02528101","0.14325906","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-49506","int441649506","Prakritim Paramam","Stavamala","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","uma nivedita basu","srch_pplkolkata_TTSL-CD-490","109","Kolkata","6.12362271","0.91854341","5.20507930","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-17-05401","int441705401","Salona","Salwa","hi","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","bhargavi banerjee romi","srch_pplkolkata_191773992880","9","Kolkata","0.50562022","0.07584303","0.42977719","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-17-05675","int441705675","amaro porano jaha chai","Swapno tori","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Chanda","srch_pplkolkata_192562078464","1","Kolkata","0.05618003","0.00842700","0.04775302","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-17-89305","int441789305","Sabariya","Sesh Chithi","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Rakhi Dutta","srch_pplkolkata_TTSL-CD-793","54","Kolkata","3.03372134","0.45505820","2.57866314","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-17-94808","int441794808","Love","Proyas","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","swyamduti majumder","srch_pplkolkata_TTSL-CD-859","2","Kolkata","0.11236005","0.01685401","0.09550604","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-18-00552","int441800552","vober jonom","Shadher pirit","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","kala mia","srch_pplkolkata_193483009186","1","Kolkata","0.05618003","0.00842700","0.04775302","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-18-00940","int441800940","parar manush gula koy","Juthi","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","mohima hosen","srch_pplkolkata_192562934401","2","Kolkata","0.11236005","0.01685401","0.09550604","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-18-01005","int441801005","Mukhe Keno Nahi Bol","Akasher Duti Tara","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","sramana datta","srch_pplkolkata_192562631584","1","Kolkata","0.05618003","0.00842700","0.04775302","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-18-01122","int441801122","aay na","Aha re","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Minar Rahman","srch_pplkolkata_091059000447","34","Kolkata","1.91012084","0.28651813","1.62360272","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-18-04376","int441804376","chalte chalte","Chalte chalte","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","palash das","srch_pplkolkata_193483221212","52","Kolkata","2.92136129","0.43820419","2.48315710","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-18-04545","int441804545","moner rong legeche","Shisirer sporse gatha","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Shusmita Anis","srch_pplkolkata_193483273877","2","Kolkata","0.11236005","0.01685401","0.09550604","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-18-04598","int441804598","rajai sudhu nei","Mayurpankhi","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Biplab","srch_pplkolkata_193483300627","1","Kolkata","0.05618003","0.00842700","0.04775302","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_INT441900481","int441900481","Basanter Utsab","Basanter Utsab","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","monica basu","srch_pplkolkata_194491082079","1","Kolkata","0.05618003","0.00842700","0.04775302","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_INT442000308","int442000308","Kemone Vulibo Ami","Krishno","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Kaya","srch_pplkolkata_195081397078","1","Kolkata","0.05618003","0.00842700","0.04775302","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_INT442000699","int442000699","Aamar Maa","Baunduley","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","band_parthibo","srch_pplkolkata_195081772363","10","Kolkata","0.56180025","0.08427004","0.47753021","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_INT442000735","int442000735","Brishry Jokhon Pore Rey","Paarkandaari - Maijbhandaari","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","shimul shill","srch_pplkolkata_195081836324","16","Kolkata","0.89888040","0.13483206","0.76404834","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_INT442000783","int442000783","Ei Akashe Amar Mukti","Dosh Kanyar Robi Gaan","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Aparajita Majumdar","srch_pplkolkata_195081778204","102","Kolkata","5.73036253","0.85955438","4.87080815","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_INT442000955","int442000955","Nirjano Jamunar Kuley","Nirjano Jamunar Kuley - Single","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","smritikona das","srch_pplkolkata_195497442065","69","Kolkata","3.87642171","0.58146326","3.29495846","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_INT442100128","int442100128","Aji Godhuli Lagane","Tumi-e Amar Sur","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Agnibha Bandyopadhyay","srch_pplkolkata_196006528843","1","Kolkata","0.05618003","0.00842700","0.04775302","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-03304","int441603304","E Ki Maya","Tomay Gaan Shonabo","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Iman Chakraborty","srch_pplkolkata_TTSL-CD-031","208","Kolkata","11.68544516","1.75281677","9.93262839","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-05302","int441605302","Ami Baul Boroi Bhalobasi","Ektarati Hate Dhore","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Disha Ghorai","srch_pplkolkata_TTSL-CD-049","2","Kolkata","0.11236005","0.01685401","0.09550604","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-14803","int441614803","Ekta Raat","Antena Sarbonaash","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","shilajit majumdar","srch_pplkolkata_TTSL-CD-143","9","Kolkata","0.50562022","0.07584303","0.42977719","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-19103","int441619103","Antare Jagichho","Bondhu He Amar","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","joba banerjee","srch_pplkolkata_TTSL-CD-186","1","Kolkata","0.05618003","0.00842700","0.04775302","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-25209","int441625209","Tere Naina Naina","Ek Tukdaa Dhoop Ka","hi","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","sangeeta mn feat rajesh panwar","srch_pplkolkata_TTSL-CD-247","15","Kolkata","0.84270037","0.12640506","0.71629532","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-27104","int441627104","Purono Sokal Ta Dak Diye Jai","Get Together","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Rupankar Sukanya Ghosh","srch_pplkolkata_TTSL-CD-266","2","Kolkata","0.11236005","0.01685401","0.09550604","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-28801","int441628801","bodhua","Hatchani","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Subhomita","srch_pplkolkata_889845581550","21","Kolkata","1.17978052","0.17696708","1.00281344","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-42510","int441642510","Tobu Mone Rekho","Preme Prane Gaane","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","chaitali paul","srch_pplkolkata_TTSL-CD-420","1","Kolkata","0.05618003","0.00842700","0.04775302","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-48303","int441648303","Aami Keboli Swapono","Som Er Robi","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","shom","srch_pplkolkata_TTSL-CD-478","2","Kolkata","0.11236005","0.01685401","0.09550604","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-50501","int441650501","Amra J Shishu Oti","Swamijir Gawa Gan","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","suprotik das","srch_pplkolkata_TTSL-CD-500","2","Kolkata","0.11236005","0.01685401","0.09550604","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-51210","int441651210","Tora Je Ja","Tagore On The Highway","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","neepabithi","srch_pplkolkata_TTSL-CD-507","22","Kolkata","1.23596055","0.18539408","1.05056646","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-54801","int441654801","A Bou Tor Ruper Paye","Soni O Robi Thakur","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","debasis danda","srch_pplkolkata_TTSL-CD-541","1","Kolkata","0.05618003","0.00842700","0.04775302","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-17-04882","int441704882","ja peyechi prothom dine shei","Gitabitan vol. 87","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","purabi mukhopadhyay","srch_pplkolkata_191773912857","1","Kolkata","0.05618003","0.00842700","0.04775302","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-17-05070","int441705070","Jago Mangolo Loke","Eka Robi Thakur Vol.2","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","manoj murali nair","srch_pplkolkata_191773919016","1","Kolkata","0.05618003","0.00842700","0.04775302","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-17-96405","int441796405","Jodi Perm Dile","Anuvab","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","anindita chakraborty","srch_pplkolkata_191773671310","1","Kolkata","0.05618003","0.00842700","0.04775302","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-18-00296","int441800296","john henry","Shankar mudi","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Kabir Suman","srch_pplkolkata_192562197493","35","Kolkata","1.96630087","0.29494513","1.67135574","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-18-00540","int441800540","joto bar alo jalate chai","Sei chahni elo vese","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","soyod jobayer","srch_pplkolkata_193483009056","1","Kolkata","0.05618003","0.00842700","0.04775302","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-18-00795","int441800795","tui chara kew naire amar","Ki pirite mon mojaile","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Polash","srch_pplkolkata_193483000152","57","Kolkata","3.20226141","0.48033921","2.72192220","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-18-01673","int441801673","konba ronge baindhacho gorkhana","Mowlar hate ghuri","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","mita mostafa","srch_pplkolkata_193483083377","2","Kolkata","0.11236005","0.01685401","0.09550604","216","Thinktrek Software LLP","Thinktrek Software LLP",""
